2023,4,101,404-555-1001,69.87,289,77,152.89869689941406
2023,4,104,404-555-1004,18.39,926,438,506.98388671875
2023,4,106,404-555-1006,94.82,526,198,283.7481994628906
2023,4,108,404-555-1008,74.8,533,926,359.8479919433594
2023,4,109,404-555-1009,24.58,508,850,339.24578857421875
2023,4,110,404-555-1010,76.61,994,741,571.8660888671875
2023,4,111,404-555-1011,63.62,654,234,351.03619384765625
2023,4,112,404-555-1012,72.9,436,21,220.82901000976562
2023,4,113,404-555-1013,91.66,350,441,220.0166015625
2023,4,114,404-555-1014,31.76,318,16,160.9176025390625
2023,4,116,404-555-1016,98.1,174,945,182.4810028076172
2023,4,117,404-555-1017,73.27,389,379,233.1326904296875
2023,4,118,404-555-1018,26.98,477,904,329.1697998046875
2023,4,120,404-555-1020,10.77,675,988,436.40771484375
2023,4,121,404-555-1021,21.32,614,429,350.1131896972656
2023,4,122,404-555-1022,70.67,777,132,402.4067077636719
2023,4,123,404-555-1023,77.84,436,726,291.3783874511719
2023,4,124,404-555-1024,83.58,384,51,197.93580627441406
2023,4,125,404-555-1025,81.99,985,457,539.0198974609375
2023,4,126,404-555-1026,29.92,556,576,335.8992004394531
2023,4,127,404-555-1027,96.18,251,429,169.36180114746094
2023,4,128,404-555-1028,12.11,918,105,469.62109375
2023,4,129,404-555-1029,70.71,284,717,214.4071044921875
2023,4,130,404-555-1030,1.65,499,323,281.8164978027344
2023,4,131,404-555-1031,5.67,963,133,494.856689453125
2023,4,132,404-555-1032,4.52,884,968,538.84521484375
2023,4,134,404-555-1034,10.09,611,628,368.40087890625
2023,4,135,404-555-1035,28.18,975,853,573.081787109375
2023,4,137,404-555-1037,93.54,565,357,319.1354064941406
2023,4,138,404-555-1038,57.53,819,786,488.67529296875
2023,4,142,404-555-1042,74.0,552,478,324.53997802734375
2023,4,143,404-555-1043,15.88,486,717,314.8587951660156
2023,4,144,404-555-1044,50.01,556,124,290.90008544921875
2023,4,145,404-555-1045,54.25,352,991,275.6424865722656
2023,4,146,404-555-1046,41.6,192,703,166.71600341796875
2023,4,147,404-555-1047,75.96,747,348,409.0596008300781
2023,4,148,404-555-1048,0.83,775,508,438.30828857421875
2023,4,149,404-555-1049,5.74,184,913,183.35740661621094
2023,4,150,404-555-1050,31.39,805,681,470.9139099121094
2023,4,151,404-555-1051,76.67,498,233,273.0666809082031
2023,4,152,404-555-1052,28.24,587,128,306.5823974609375
2023,4,153,404-555-1053,7.16,389,634,257.9715881347656
2023,4,154,404-555-1054,4.42,234,737,190.74420166015625
2023,4,157,404-555-1057,25.85,979,639,553.6585083007812
2023,4,158,404-555-1058,36.3,804,512,453.5630187988281
2023,4,159,404-555-1059,97.9,786,486,442.5790100097656
2023,4,161,404-555-1061,79.88,864,127,445.4988098144531
2023,4,162,404-555-1062,17.44,719,786,438.2744140625
2023,4,163,404-555-1063,21.65,981,104,501.1164855957031
2023,4,164,404-555-1064,74.16,929,367,501.9416198730469
2023,4,165,404-555-1065,54.32,630,891,404.6432189941406
2023,4,168,404-555-1068,17.31,385,452,237.8730926513672
2023,4,169,404-555-1069,38.33,205,878,190.6833038330078
2023,4,170,404-555-1070,9.67,876,183,456.3966979980469
2023,4,172,404-555-1072,99.25,242,770,198.99249267578125
2023,4,173,404-555-1073,97.93,536,97,278.6793212890625
2023,4,174,404-555-1074,23.91,516,620,320.2391052246094
2023,4,175,404-555-1075,70.65,284,918,234.50650024414062
2023,4,176,404-555-1076,76.33,273,477,184.9633026123047
2023,4,180,404-555-1080,20.69,891,407,486.40692138671875
2023,4,181,404-555-1081,61.31,920,533,513.9130859375
2023,4,182,404-555-1082,81.23,301,525,203.8123016357422
2023,4,183,404-555-1083,6.51,492,534,299.465087890625
2023,4,184,404-555-1084,47.3,131,963,162.27301025390625
2023,4,185,404-555-1085,49.17,948,491,523.5916748046875
2023,4,186,404-555-1086,61.33,741,309,402.0133056640625
2023,4,187,404-555-1087,93.8,204,606,163.5380096435547
2023,4,189,404-555-1089,61.7,426,215,235.11700439453125
2023,4,190,404-555-1090,15.71,375,186,206.25711059570312
2023,4,191,404-555-1091,86.96,534,619,329.76959228515625
2023,4,192,404-555-1092,80.54,539,482,318.5054016113281
2023,4,193,404-555-1093,47.86,506,271,280.57861328125
2023,4,194,404-555-1094,91.8,367,991,283.51800537109375
2023,4,195,404-555-1095,75.95,772,25,389.2594909667969
2023,4,196,404-555-1096,49.02,231,390,154.99020385742188
2023,4,198,404-555-1098,93.79,598,116,311.53790283203125
2023,4,199,404-555-1099,72.92,627,331,347.3291931152344
2023,4,203,404-555-1103,71.71,503,318,284.01708984375
2023,4,205,404-555-1105,47.88,543,514,323.3787841796875
2023,4,206,404-555-1106,80.35,321,210,182.30349731445312
2023,4,207,404-555-1107,80.79,580,729,363.7078857421875
2023,4,208,404-555-1108,4.65,975,356,523.146484375
2023,4,209,404-555-1109,18.62,348,203,194.4862060546875
2023,4,210,404-555-1110,4.65,675,144,351.9465026855469
2023,4,211,404-555-1111,7.55,719,856,445.1755065917969
2023,4,213,404-555-1113,42.55,521,580,318.9255065917969
2023,4,215,404-555-1115,86.7,439,776,297.9670104980469
2023,4,216,404-555-1116,65.29,223,835,195.65289306640625
2023,4,217,404-555-1117,19.23,440,717,291.8923034667969
2023,4,218,404-555-1118,83.04,486,883,332.1304016113281
2023,4,219,404-555-1119,60.79,188,621,156.70790100097656
2023,4,220,404-555-1120,59.0,692,769,423.489990234375
2023,4,221,404-555-1121,11.58,928,516,515.7158203125
2023,4,222,404-555-1122,28.85,248,883,212.5885009765625
2023,4,223,404-555-1123,35.68,386,303,223.65679931640625
2023,4,224,404-555-1124,15.74,782,189,410.0574035644531
2023,4,225,404-555-1125,96.44,537,299,299.3643798828125
2023,4,226,404-555-1126,41.2,904,166,469.0119934082031
2023,4,227,404-555-1127,15.4,474,338,270.9540100097656
2023,4,228,404-555-1128,8.41,361,551,235.68411254882812
2023,4,229,404-555-1129,81.34,606,988,402.6134033203125
2023,4,230,404-555-1130,51.74,788,162,410.7174072265625
2023,4,231,404-555-1131,26.87,974,300,517.2686767578125
2023,4,232,404-555-1132,72.01,892,66,453.3200988769531
2023,4,233,404-555-1133,63.5,531,829,349.0350036621094
2023,4,234,404-555-1134,48.51,296,388,187.2851104736328
2023,4,235,404-555-1135,52.71,334,72,174.7270965576172
2023,4,236,404-555-1136,67.86,989,356,530.778564453125
2023,4,239,404-555-1139,15.92,964,345,516.6591796875
2023,4,240,404-555-1140,47.56,362,211,202.5756072998047
2023,4,241,404-555-1141,55.26,831,160,432.0526123046875
2023,4,242,404-555-1142,32.9,957,290,507.8290100097656
2023,4,243,404-555-1143,91.44,240,899,210.81439208984375
2023,4,244,404-555-1144,29.39,698,448,394.0939025878906
2023,4,245,404-555-1145,52.17,390,90,204.52169799804688
2023,4,246,404-555-1146,2.76,445,0,222.52760314941406
2023,4,247,404-555-1147,30.89,537,835,352.30889892578125
2023,4,248,404-555-1148,53.62,490,147,260.2362060546875
2023,4,249,404-555-1149,83.29,788,947,489.53289794921875
2023,4,251,404-555-1151,75.98,313,294,186.6597900390625
2023,4,253,404-555-1153,41.48,723,740,435.914794921875
2023,4,254,404-555-1154,88.86,525,383,301.6885986328125
2023,4,255,404-555-1155,36.87,411,310,236.8686981201172
2023,4,256,404-555-1156,31.75,251,392,165.0175018310547
2023,4,257,404-555-1157,8.39,678,814,420.48388671875
2023,4,259,404-555-1159,30.82,461,49,235.70819091796875
2023,4,260,404-555-1160,31.74,907,191,472.91741943359375
2023,4,261,404-555-1161,32.78,569,614,346.227783203125
2023,4,263,404-555-1163,8.27,692,171,363.1827087402344
2023,4,264,404-555-1164,79.27,548,913,366.09271240234375
2023,4,265,404-555-1165,12.47,282,834,224.52468872070312
2023,4,266,404-555-1166,56.23,907,803,534.3623046875
2023,4,267,404-555-1167,51.91,872,315,468.01910400390625
2023,4,268,404-555-1168,12.85,261,960,226.6284942626953
2023,4,269,404-555-1169,28.26,443,804,302.1825866699219
2023,4,270,404-555-1170,48.32,654,480,375.4831848144531
2023,4,272,404-555-1172,59.97,693,767,423.7997131347656
2023,4,273,404-555-1173,96.13,558,428,322.76129150390625
2023,4,274,404-555-1174,72.33,321,64,167.623291015625
2023,4,275,404-555-1175,93.8,531,672,333.63800048828125
2023,4,279,404-555-1179,4.41,420,482,258.2441101074219
2023,4,283,404-555-1183,33.0,423,533,265.1300048828125
2023,4,284,404-555-1184,28.8,855,328,460.5879821777344
2023,4,287,404-555-1187,46.61,701,909,441.8660888671875
2023,4,288,404-555-1188,14.11,896,461,494.2411193847656
2023,4,290,404-555-1190,61.73,755,850,463.1173095703125
2023,4,291,404-555-1191,44.45,848,24,426.844482421875
2023,4,292,404-555-1192,8.75,817,697,478.2875061035156
2023,4,293,404-555-1193,70.25,683,721,414.3025207519531
2023,4,294,404-555-1194,3.97,583,150,306.5397033691406
2023,4,295,404-555-1195,53.22,579,381,328.1322021484375
2023,4,296,404-555-1196,59.8,246,505,174.09799194335938
2023,4,297,404-555-1197,58.72,379,661,256.18719482421875
2023,4,298,404-555-1198,82.13,930,524,518.2213134765625
