2023,3,100,404-555-1000,24.4,115,323,90.04399871826172
2023,3,102,404-555-1002,15.72,110,827,137.85720825195312
2023,3,103,404-555-1003,34.72,183,328,124.64720153808594
2023,3,105,404-555-1005,9.03,136,785,146.59030151367188
2023,3,107,404-555-1007,60.78,157,22,81.30780029296875
2023,3,115,404-555-1015,25.31,177,307,119.45309448242188
2023,3,119,404-555-1019,11.97,181,572,147.8197021484375
2023,3,133,404-555-1033,74.04,216,148,123.5404052734375
2023,3,136,404-555-1036,66.64,79,620,102.16639709472656
2023,3,139,404-555-1039,4.68,59,665,96.04679870605469
2023,3,140,404-555-1040,92.19,136,43,73.2219009399414
2023,3,141,404-555-1041,28.02,35,135,31.280200958251953
2023,3,155,404-555-1055,96.1,38,53,25.261001586914062
2023,3,156,404-555-1056,99.32,110,610,116.99319458007812
2023,3,160,404-555-1060,79.21,7,746,78.89209747314453
2023,3,166,404-555-1066,23.96,1,819,82.63960266113281
2023,3,167,404-555-1067,89.71,111,421,98.49710083007812
2023,3,171,404-555-1071,28.8,16,247,32.987998962402344
2023,3,177,404-555-1077,43.26,19,398,49.73259735107422
2023,3,178,404-555-1078,48.93,40,389,59.38930130004883
2023,3,179,404-555-1079,64.35,36,973,115.9435043334961
2023,3,188,404-555-1088,19.15,40,816,101.79149627685547
2023,3,197,404-555-1097,88.56,70,623,98.18560028076172
2023,3,200,404-555-1100,46.25,50,370,62.462501525878906
2023,3,201,404-555-1101,18.87,115,739,131.5886993408203
2023,3,202,404-555-1102,14.5,164,673,149.44500732421875
2023,3,204,404-555-1104,11.74,48,222,46.31739807128906
2023,3,212,404-555-1112,0.96,53,199,46.40959930419922
2023,3,214,404-555-1114,75.66,57,504,79.65660095214844
2023,3,237,404-555-1137,72.07,100,391,89.8207015991211
2023,3,238,404-555-1138,35.91,11,669,72.75910186767578
2023,3,250,404-555-1150,14.1,40,89,29.041000366210938
2023,3,252,404-555-1152,63.76,213,427,149.8376007080078
2023,3,258,404-555-1158,52.3,94,787,126.22300720214844
2023,3,262,404-555-1162,89.26,161,665,147.89260864257812
2023,3,271,404-555-1171,75.37,149,555,130.75369262695312
2023,3,276,404-555-1176,17.86,77,726,111.27859497070312
2023,3,277,404-555-1177,74.52,157,362,115.44520568847656
2023,3,278,404-555-1178,1.11,29,142,28.71109962463379
2023,3,280,404-555-1180,96.26,154,375,115.46260070800781
2023,3,281,404-555-1181,82.53,221,26,113.92530059814453
2023,3,282,404-555-1182,51.55,104,690,121.5155029296875
2023,3,285,404-555-1185,25.71,101,409,91.6571044921875
2023,3,286,404-555-1186,29.45,113,168,73.59449768066406
2023,3,289,404-555-1189,71.23,79,820,122.21229553222656
2023,3,299,404-555-1199,18.85,74,946,131.7884979248047
2023,3,302,404-555-1202,37.82,94,95,56.87820053100586
2023,3,309,404-555-1209,95.05,65,554,88.85050201416016
2023,3,312,404-555-1212,20.73,121,3,61.00729751586914
2023,3,313,404-555-1213,71.14,61,100,41.21139907836914
2023,3,315,404-555-1215,69.27,59,902,120.3927001953125
2023,3,326,404-555-1226,79.61,92,300,76.79609680175781
2023,3,328,404-555-1228,21.06,149,480,122.71060180664062
2023,3,330,404-555-1230,29.39,9,641,68.8938980102539
2023,3,331,404-555-1231,59.69,62,505,82.0969009399414
2023,3,335,404-555-1235,21.84,89,11,45.818397521972656
2023,3,336,404-555-1236,4.82,6,136,16.64820098876953
2023,3,340,404-555-1240,12.41,189,15,96.12409973144531
2023,3,341,404-555-1241,7.49,117,836,142.17489624023438
2023,3,350,404-555-1250,69.59,30,335,49.195899963378906
2023,3,351,404-555-1251,45.63,27,26,16.556299209594727
2023,3,352,404-555-1252,70.97,92,834,130.10971069335938
2023,3,355,404-555-1255,74.01,70,946,130.34010314941406
2023,3,359,404-555-1259,25.12,110,80,63.25120162963867
2023,3,365,404-555-1265,73.88,91,825,128.73880004882812
2023,3,366,404-555-1266,20.18,228,123,126.50180053710938
2023,3,369,404-555-1269,40.83,86,557,99.1082992553711
2023,3,371,404-555-1271,4.03,2,891,90.14029693603516
2023,3,372,404-555-1272,62.85,131,227,88.82850646972656
2023,3,373,404-555-1273,59.14,38,229,42.49140167236328
2023,3,381,404-555-1281,36.53,19,779,87.76530456542969
2023,3,383,404-555-1283,61.05,55,640,92.11050415039062
2023,3,385,404-555-1285,66.58,246,98,133.46580505371094
2023,3,394,404-555-1294,35.59,68,539,88.25590515136719
2023,3,400,404-555-1300,28.87,90,645,109.7886962890625
2023,3,403,404-555-1303,5.22,94,941,141.15219116210938
2023,3,405,404-555-1305,83.83,225,113,124.6383056640625
2023,3,407,404-555-1307,28.01,24,699,82.18009948730469
2023,3,410,404-555-1310,86.06,109,841,139.46060180664062
2023,3,411,404-555-1311,95.65,252,78,134.75650024414062
2023,3,413,404-555-1313,24.66,141,744,145.1466064453125
2023,3,427,404-555-1327,64.16,6,797,83.34160614013672
2023,3,429,404-555-1329,99.16,214,85,116.4916000366211
2023,3,446,404-555-1346,56.9,194,101,107.66899871826172
2023,3,455,404-555-1355,62.83,49,680,93.1282958984375
2023,3,459,404-555-1359,40.57,71,684,104.30570220947266
2023,3,466,404-555-1366,26.26,87,8,44.562599182128906
2023,3,469,404-555-1369,34.29,64,785,110.8428955078125
2023,3,471,404-555-1371,45.93,32,75,23.959299087524414
2023,3,475,404-555-1375,26.88,125,767,139.46881103515625
2023,3,479,404-555-1379,88.75,86,294,73.2874984741211
2023,3,486,404-555-1386,90.72,49,99,35.30720138549805
2023,3,488,404-555-1388,66.84,150,115,87.16840362548828
2023,3,496,404-555-1396,89.21,162,647,146.59210205078125
